SRC_middle Query: Medium,Depth,# Hops,BBoxes,Data Size
"[2, 21, 8, 27]",4,4,"[0, 20, 8, 28]",64
"[22, 22, 28, 28]",4,4,"[20, 20, 28, 28]",64
"[25, 7, 31, 13]",3,3,"[24, 0, 32, 16]",128
"[17, 13, 23, 19]",4,4,"[16, 12, 24, 20]",64
"[20, 10, 26, 16]",4,4,"[20, 8, 28, 16]",64
"[16, 3, 22, 9]",3,3,"[16, 0, 24, 16]",128
"[2, 15, 8, 21]",3,3,"[0, 8, 8, 24]",128
"[9, 23, 15, 29]",3,3,"[8, 16, 16, 32]",128
"[15, 14, 21, 20]",2,2,"[8, 8, 24, 24]",256
"[1, 9, 7, 15]",4,4,"[0, 8, 8, 16]",64
"[17, 20, 23, 26]",4,4,"[16, 20, 24, 28]",64
"[17, 15, 23, 21]",3,3,"[16, 8, 24, 24]",128
"[11, 19, 17, 25]",2,2,"[8, 16, 24, 32]",256
"[15, 4, 21, 10]",2,2,"[8, 0, 24, 16]",256
"[21, 17, 27, 23]",4,4,"[20, 16, 28, 24]",64
"[7, 20, 13, 26]",2,2,"[0, 16, 16, 32]",256
"[1, 14, 7, 20]",4,4,"[0, 12, 8, 20]",64
"[18, 7, 24, 13]",3,3,"[16, 0, 24, 16]",128
"[7, 18, 13, 24]",2,2,"[0, 8, 16, 24]",256
"[7, 21, 13, 27]",2,2,"[0, 16, 16, 32]",256
"[1, 9, 7, 15]",4,4,"[0, 8, 8, 16]",64
"[3, 12, 9, 18]",2,2,"[0, 8, 16, 24]",256
"[10, 13, 16, 19]",4,4,"[8, 12, 16, 20]",64
"[11, 4, 17, 10]",2,2,"[8, 0, 24, 16]",256
"[18, 12, 24, 18]",4,4,"[16, 12, 24, 20]",64
"[14, 4, 20, 10]",4,4,"[12, 4, 20, 12]",64
"[13, 5, 19, 11]",4,4,"[12, 4, 20, 12]",64
"[7, 1, 13, 7]",2,2,"[0, 0, 16, 16]",256
"[11, 14, 17, 20]",2,2,"[8, 8, 24, 24]",256
"[26, 21, 32, 27]",4,4,"[24, 20, 32, 28]",64
"[14, 3, 20, 9]",3,3,"[12, 0, 20, 16]",128
"[21, 10, 27, 16]",4,4,"[20, 8, 28, 16]",64
"[8, 19, 14, 25]",3,3,"[8, 16, 16, 32]",128
"[4, 23, 10, 29]",3,3,"[4, 16, 12, 32]",128
"[22, 9, 28, 15]",4,4,"[20, 8, 28, 16]",64
"[1, 6, 7, 12]",4,4,"[0, 4, 8, 12]",64
"[16, 9, 22, 15]",4,4,"[16, 8, 24, 16]",64
"[8, 7, 14, 13]",3,3,"[8, 0, 16, 16]",128
"[2, 14, 8, 20]",4,4,"[0, 12, 8, 20]",64
"[3, 17, 9, 23]",2,2,"[0, 8, 16, 24]",256
"[15, 23, 21, 29]",2,2,"[8, 16, 24, 32]",256
"[10, 5, 16, 11]",4,4,"[8, 4, 16, 12]",64
"[9, 16, 15, 22]",4,4,"[8, 16, 16, 24]",64
"[3, 0, 9, 6]",2,2,"[0, 0, 16, 16]",256
"[6, 7, 12, 13]",3,3,"[4, 0, 12, 16]",128
"[11, 17, 17, 23]",2,2,"[8, 8, 24, 24]",256
"[5, 11, 11, 17]",3,3,"[4, 8, 12, 24]",128
"[25, 10, 31, 16]",4,4,"[24, 8, 32, 16]",64
"[7, 9, 13, 15]",2,2,"[0, 8, 16, 24]",256
"[6, 20, 12, 26]",4,4,"[4, 20, 12, 28]",64
"[16, 24, 22, 30]",4,4,"[16, 24, 24, 32]",64
"[1, 21, 7, 27]",4,4,"[0, 20, 8, 28]",64
"[12, 8, 18, 14]",4,4,"[12, 8, 20, 16]",64
"[9, 12, 15, 18]",4,4,"[8, 12, 16, 20]",64
"[8, 2, 14, 8]",4,4,"[8, 0, 16, 8]",64
"[20, 1, 26, 7]",4,4,"[20, 0, 28, 8]",64
"[0, 18, 6, 24]",4,4,"[0, 16, 8, 24]",64
"[26, 4, 32, 10]",4,4,"[24, 4, 32, 12]",64
"[7, 17, 13, 23]",2,2,"[0, 8, 16, 24]",256
"[0, 17, 6, 23]",4,4,"[0, 16, 8, 24]",64
"[23, 4, 29, 10]",2,2,"[16, 0, 32, 16]",256
"[18, 26, 24, 32]",4,4,"[16, 24, 24, 32]",64
"[19, 9, 25, 15]",2,2,"[16, 8, 32, 24]",256
"[21, 5, 27, 11]",4,4,"[20, 4, 28, 12]",64
"[5, 18, 11, 24]",4,4,"[4, 16, 12, 24]",64
"[15, 1, 21, 7]",2,2,"[8, 0, 24, 16]",256
"[20, 15, 26, 21]",3,3,"[20, 8, 28, 24]",128
"[19, 9, 25, 15]",2,2,"[16, 8, 32, 24]",256
"[17, 7, 23, 13]",3,3,"[16, 0, 24, 16]",128
"[21, 22, 27, 28]",4,4,"[20, 20, 28, 28]",64
"[21, 11, 27, 17]",3,3,"[20, 8, 28, 24]",128
"[3, 25, 9, 31]",2,2,"[0, 16, 16, 32]",256
"[6, 26, 12, 32]",4,4,"[4, 24, 12, 32]",64
"[7, 4, 13, 10]",2,2,"[0, 0, 16, 16]",256
"[4, 8, 10, 14]",4,4,"[4, 8, 12, 16]",64
"[16, 15, 22, 21]",3,3,"[16, 8, 24, 24]",128
"[9, 14, 15, 20]",4,4,"[8, 12, 16, 20]",64
"[9, 6, 15, 12]",4,4,"[8, 4, 16, 12]",64
"[10, 6, 16, 12]",4,4,"[8, 4, 16, 12]",64
"[4, 14, 10, 20]",4,4,"[4, 12, 12, 20]",64
"[15, 25, 21, 31]",2,2,"[8, 16, 24, 32]",256
"[5, 16, 11, 22]",4,4,"[4, 16, 12, 24]",64
"[7, 24, 13, 30]",2,2,"[0, 16, 16, 32]",256
"[13, 12, 19, 18]",4,4,"[12, 12, 20, 20]",64
"[8, 6, 14, 12]",4,4,"[8, 4, 16, 12]",64
"[11, 20, 17, 26]",2,2,"[8, 16, 24, 32]",256
"[9, 14, 15, 20]",4,4,"[8, 12, 16, 20]",64
"[21, 4, 27, 10]",4,4,"[20, 4, 28, 12]",64
"[22, 13, 28, 19]",4,4,"[20, 12, 28, 20]",64
"[12, 14, 18, 20]",4,4,"[12, 12, 20, 20]",64
"[13, 23, 19, 29]",3,3,"[12, 16, 20, 32]",128
"[6, 19, 12, 25]",3,3,"[4, 16, 12, 32]",128
"[1, 8, 7, 14]",4,4,"[0, 8, 8, 16]",64
"[18, 16, 24, 22]",4,4,"[16, 16, 24, 24]",64
"[23, 1, 29, 7]",2,2,"[16, 0, 32, 16]",256
"[21, 15, 27, 21]",3,3,"[20, 8, 28, 24]",128
"[18, 1, 24, 7]",4,4,"[16, 0, 24, 8]",64
"[13, 19, 19, 25]",3,3,"[12, 16, 20, 32]",128
"[19, 5, 25, 11]",2,2,"[16, 0, 32, 16]",256
"[0, 0, 6, 6]",4,4,"[0, 0, 8, 8]",64
"[19, 8, 25, 14]",2,2,"[16, 8, 32, 24]",256
"[5, 2, 11, 8]",4,4,"[4, 0, 12, 8]",64
"[26, 1, 32, 7]",4,4,"[24, 0, 32, 8]",64
"[8, 10, 14, 16]",4,4,"[8, 8, 16, 16]",64
"[0, 22, 6, 28]",4,4,"[0, 20, 8, 28]",64
"[9, 12, 15, 18]",4,4,"[8, 12, 16, 20]",64
"[3, 12, 9, 18]",2,2,"[0, 8, 16, 24]",256
"[13, 23, 19, 29]",3,3,"[12, 16, 20, 32]",128
"[10, 24, 16, 30]",4,4,"[8, 24, 16, 32]",64
"[6, 22, 12, 28]",4,4,"[4, 20, 12, 28]",64
"[26, 25, 32, 31]",4,4,"[24, 24, 32, 32]",64
"[7, 5, 13, 11]",2,2,"[0, 0, 16, 16]",256
"[19, 14, 25, 20]",2,2,"[16, 8, 32, 24]",256
"[26, 12, 32, 18]",4,4,"[24, 12, 32, 20]",64
"[10, 26, 16, 32]",4,4,"[8, 24, 16, 32]",64
"[14, 17, 20, 23]",4,4,"[12, 16, 20, 24]",64
"[23, 4, 29, 10]",2,2,"[16, 0, 32, 16]",256
"[26, 18, 32, 24]",4,4,"[24, 16, 32, 24]",64
"[3, 23, 9, 29]",2,2,"[0, 16, 16, 32]",256
"[24, 9, 30, 15]",4,4,"[24, 8, 32, 16]",64
"[14, 19, 20, 25]",3,3,"[12, 16, 20, 32]",128
"[3, 4, 9, 10]",2,2,"[0, 0, 16, 16]",256
"[25, 9, 31, 15]",4,4,"[24, 8, 32, 16]",64
"[17, 7, 23, 13]",3,3,"[16, 0, 24, 16]",128
"[20, 16, 26, 22]",4,4,"[20, 16, 28, 24]",64
"[10, 24, 16, 30]",4,4,"[8, 24, 16, 32]",64
"[21, 13, 27, 19]",4,4,"[20, 12, 28, 20]",64
"[18, 10, 24, 16]",4,4,"[16, 8, 24, 16]",64
"[24, 2, 30, 8]",4,4,"[24, 0, 32, 8]",64
"[11, 15, 17, 21]",2,2,"[8, 8, 24, 24]",256
"[0, 3, 6, 9]",3,3,"[0, 0, 8, 16]",128
"[4, 4, 10, 10]",4,4,"[4, 4, 12, 12]",64
"[21, 8, 27, 14]",4,4,"[20, 8, 28, 16]",64
"[8, 4, 14, 10]",4,4,"[8, 4, 16, 12]",64
"[25, 7, 31, 13]",3,3,"[24, 0, 32, 16]",128
"[5, 11, 11, 17]",3,3,"[4, 8, 12, 24]",128
"[10, 21, 16, 27]",4,4,"[8, 20, 16, 28]",64
"[16, 7, 22, 13]",3,3,"[16, 0, 24, 16]",128
"[24, 7, 30, 13]",3,3,"[24, 0, 32, 16]",128
"[18, 1, 24, 7]",4,4,"[16, 0, 24, 8]",64
"[16, 21, 22, 27]",4,4,"[16, 20, 24, 28]",64
"[6, 17, 12, 23]",4,4,"[4, 16, 12, 24]",64
"[15, 26, 21, 32]",2,2,"[8, 16, 24, 32]",256
"[11, 5, 17, 11]",2,2,"[8, 0, 24, 16]",256
"[12, 15, 18, 21]",3,3,"[12, 8, 20, 24]",128
"[15, 6, 21, 12]",2,2,"[8, 0, 24, 16]",256
"[26, 14, 32, 20]",4,4,"[24, 12, 32, 20]",64
"[17, 12, 23, 18]",4,4,"[16, 12, 24, 20]",64
"[22, 9, 28, 15]",4,4,"[20, 8, 28, 16]",64
"[7, 3, 13, 9]",2,2,"[0, 0, 16, 16]",256
"[16, 23, 22, 29]",3,3,"[16, 16, 24, 32]",128
"[14, 25, 20, 31]",4,4,"[12, 24, 20, 32]",64
"[13, 19, 19, 25]",3,3,"[12, 16, 20, 32]",128
"[23, 8, 29, 14]",2,2,"[16, 8, 32, 24]",256
"[10, 2, 16, 8]",4,4,"[8, 0, 16, 8]",64
"[3, 24, 9, 30]",2,2,"[0, 16, 16, 32]",256
"[4, 20, 10, 26]",4,4,"[4, 20, 12, 28]",64
"[26, 7, 32, 13]",3,3,"[24, 0, 32, 16]",128
"[15, 17, 21, 23]",2,2,"[8, 8, 24, 24]",256
"[5, 1, 11, 7]",4,4,"[4, 0, 12, 8]",64
"[14, 5, 20, 11]",4,4,"[12, 4, 20, 12]",64
"[16, 23, 22, 29]",3,3,"[16, 16, 24, 32]",128
"[15, 4, 21, 10]",2,2,"[8, 0, 24, 16]",256
"[0, 7, 6, 13]",3,3,"[0, 0, 8, 16]",128
"[5, 6, 11, 12]",4,4,"[4, 4, 12, 12]",64
"[19, 1, 25, 7]",2,2,"[16, 0, 32, 16]",256
"[10, 11, 16, 17]",3,3,"[8, 8, 16, 24]",128
"[24, 15, 30, 21]",3,3,"[24, 8, 32, 24]",128
"[9, 25, 15, 31]",4,4,"[8, 24, 16, 32]",64
"[10, 18, 16, 24]",4,4,"[8, 16, 16, 24]",64
"[10, 10, 16, 16]",4,4,"[8, 8, 16, 16]",64
"[2, 9, 8, 15]",4,4,"[0, 8, 8, 16]",64
"[20, 12, 26, 18]",4,4,"[20, 12, 28, 20]",64
"[2, 22, 8, 28]",4,4,"[0, 20, 8, 28]",64
"[24, 15, 30, 21]",3,3,"[24, 8, 32, 24]",128
"[19, 20, 25, 26]",2,2,"[16, 16, 32, 32]",256
"[10, 18, 16, 24]",4,4,"[8, 16, 16, 24]",64
"[11, 25, 17, 31]",2,2,"[8, 16, 24, 32]",256
"[13, 3, 19, 9]",3,3,"[12, 0, 20, 16]",128
"[23, 3, 29, 9]",2,2,"[16, 0, 32, 16]",256
"[21, 0, 27, 6]",4,4,"[20, 0, 28, 8]",64
"[4, 17, 10, 23]",4,4,"[4, 16, 12, 24]",64
"[18, 11, 24, 17]",3,3,"[16, 8, 24, 24]",128
"[25, 7, 31, 13]",3,3,"[24, 0, 32, 16]",128
"[0, 2, 6, 8]",4,4,"[0, 0, 8, 8]",64
"[17, 3, 23, 9]",3,3,"[16, 0, 24, 16]",128
"[21, 9, 27, 15]",4,4,"[20, 8, 28, 16]",64
"[13, 12, 19, 18]",4,4,"[12, 12, 20, 20]",64
"[9, 26, 15, 32]",4,4,"[8, 24, 16, 32]",64
"[10, 15, 16, 21]",3,3,"[8, 8, 16, 24]",128
"[1, 24, 7, 30]",4,4,"[0, 24, 8, 32]",64
"[7, 8, 13, 14]",2,2,"[0, 8, 16, 24]",256
"[22, 10, 28, 16]",4,4,"[20, 8, 28, 16]",64
"[13, 25, 19, 31]",4,4,"[12, 24, 20, 32]",64
"[10, 1, 16, 7]",4,4,"[8, 0, 16, 8]",64
"[2, 2, 8, 8]",4,4,"[0, 0, 8, 8]",64
"[1, 10, 7, 16]",4,4,"[0, 8, 8, 16]",64
"[18, 26, 24, 32]",4,4,"[16, 24, 24, 32]",64
"[4, 23, 10, 29]",3,3,"[4, 16, 12, 32]",128
"[1, 9, 7, 15]",4,4,"[0, 8, 8, 16]",64
"[18, 24, 24, 30]",4,4,"[16, 24, 24, 32]",64
"[8, 25, 14, 31]",4,4,"[8, 24, 16, 32]",64
"[19, 25, 25, 31]",2,2,"[16, 16, 32, 32]",256
"[23, 26, 29, 32]",2,2,"[16, 16, 32, 32]",256
"[7, 20, 13, 26]",2,2,"[0, 16, 16, 32]",256
"[16, 25, 22, 31]",4,4,"[16, 24, 24, 32]",64
"[10, 17, 16, 23]",4,4,"[8, 16, 16, 24]",64
"[6, 26, 12, 32]",4,4,"[4, 24, 12, 32]",64
"[6, 4, 12, 10]",4,4,"[4, 4, 12, 12]",64
"[19, 14, 25, 20]",2,2,"[16, 8, 32, 24]",256
"[12, 26, 18, 32]",4,4,"[12, 24, 20, 32]",64
"[26, 22, 32, 28]",4,4,"[24, 20, 32, 28]",64
"[4, 2, 10, 8]",4,4,"[4, 0, 12, 8]",64
"[8, 23, 14, 29]",3,3,"[8, 16, 16, 32]",128
"[23, 23, 29, 29]",2,2,"[16, 16, 32, 32]",256
"[12, 10, 18, 16]",4,4,"[12, 8, 20, 16]",64
"[21, 10, 27, 16]",4,4,"[20, 8, 28, 16]",64
"[9, 20, 15, 26]",4,4,"[8, 20, 16, 28]",64
"[13, 10, 19, 16]",4,4,"[12, 8, 20, 16]",64
"[25, 20, 31, 26]",4,4,"[24, 20, 32, 28]",64
"[6, 20, 12, 26]",4,4,"[4, 20, 12, 28]",64
"[0, 25, 6, 31]",4,4,"[0, 24, 8, 32]",64
"[24, 25, 30, 31]",4,4,"[24, 24, 32, 32]",64
"[20, 13, 26, 19]",4,4,"[20, 12, 28, 20]",64
"[4, 10, 10, 16]",4,4,"[4, 8, 12, 16]",64
"[2, 4, 8, 10]",4,4,"[0, 4, 8, 12]",64
"[7, 16, 13, 22]",2,2,"[0, 8, 16, 24]",256
"[4, 15, 10, 21]",3,3,"[4, 8, 12, 24]",128
"[9, 18, 15, 24]",4,4,"[8, 16, 16, 24]",64
"[1, 14, 7, 20]",4,4,"[0, 12, 8, 20]",64
"[22, 14, 28, 20]",4,4,"[20, 12, 28, 20]",64
"[17, 4, 23, 10]",4,4,"[16, 4, 24, 12]",64
"[20, 16, 26, 22]",4,4,"[20, 16, 28, 24]",64
"[12, 2, 18, 8]",4,4,"[12, 0, 20, 8]",64
"[19, 19, 25, 25]",2,2,"[16, 16, 32, 32]",256
"[7, 26, 13, 32]",2,2,"[0, 16, 16, 32]",256
"[14, 20, 20, 26]",4,4,"[12, 20, 20, 28]",64
"[13, 17, 19, 23]",4,4,"[12, 16, 20, 24]",64
"[10, 17, 16, 23]",4,4,"[8, 16, 16, 24]",64
"[7, 1, 13, 7]",2,2,"[0, 0, 16, 16]",256
"[26, 0, 32, 6]",4,4,"[24, 0, 32, 8]",64
"[8, 19, 14, 25]",3,3,"[8, 16, 16, 32]",128
"[12, 22, 18, 28]",4,4,"[12, 20, 20, 28]",64
"[4, 7, 10, 13]",3,3,"[4, 0, 12, 16]",128
"[7, 20, 13, 26]",2,2,"[0, 16, 16, 32]",256
"[25, 19, 31, 25]",3,3,"[24, 16, 32, 32]",128
"[13, 19, 19, 25]",3,3,"[12, 16, 20, 32]",128
"[16, 24, 22, 30]",4,4,"[16, 24, 24, 32]",64
"[5, 4, 11, 10]",4,4,"[4, 4, 12, 12]",64
"[21, 1, 27, 7]",4,4,"[20, 0, 28, 8]",64
"[23, 7, 29, 13]",2,2,"[16, 0, 32, 16]",256
"[3, 18, 9, 24]",2,2,"[0, 8, 16, 24]",256
"[0, 7, 6, 13]",3,3,"[0, 0, 8, 16]",128
"[18, 3, 24, 9]",3,3,"[16, 0, 24, 16]",128
"[2, 20, 8, 26]",4,4,"[0, 20, 8, 28]",64
"[1, 6, 7, 12]",4,4,"[0, 4, 8, 12]",64
"[7, 4, 13, 10]",2,2,"[0, 0, 16, 16]",256
"[6, 10, 12, 16]",4,4,"[4, 8, 12, 16]",64
"[13, 16, 19, 22]",4,4,"[12, 16, 20, 24]",64
"[13, 2, 19, 8]",4,4,"[12, 0, 20, 8]",64
"[11, 18, 17, 24]",2,2,"[8, 8, 24, 24]",256
"[2, 10, 8, 16]",4,4,"[0, 8, 8, 16]",64
"[20, 25, 26, 31]",4,4,"[20, 24, 28, 32]",64
"[12, 3, 18, 9]",3,3,"[12, 0, 20, 16]",128
"[16, 10, 22, 16]",4,4,"[16, 8, 24, 16]",64
"[1, 2, 7, 8]",4,4,"[0, 0, 8, 8]",64
"[1, 9, 7, 15]",4,4,"[0, 8, 8, 16]",64
"[9, 22, 15, 28]",4,4,"[8, 20, 16, 28]",64
"[1, 25, 7, 31]",4,4,"[0, 24, 8, 32]",64
"[5, 3, 11, 9]",3,3,"[4, 0, 12, 16]",128
"[11, 11, 17, 17]",2,2,"[8, 8, 24, 24]",256
"[9, 5, 15, 11]",4,4,"[8, 4, 16, 12]",64
"[14, 21, 20, 27]",4,4,"[12, 20, 20, 28]",64
"[13, 24, 19, 30]",4,4,"[12, 24, 20, 32]",64
"[6, 20, 12, 26]",4,4,"[4, 20, 12, 28]",64
"[23, 7, 29, 13]",2,2,"[16, 0, 32, 16]",256
"[2, 3, 8, 9]",3,3,"[0, 0, 8, 16]",128
"[13, 5, 19, 11]",4,4,"[12, 4, 20, 12]",64
"[15, 18, 21, 24]",2,2,"[8, 8, 24, 24]",256
"[16, 14, 22, 20]",4,4,"[16, 12, 24, 20]",64
"[17, 22, 23, 28]",4,4,"[16, 20, 24, 28]",64
"[16, 5, 22, 11]",4,4,"[16, 4, 24, 12]",64
"[24, 0, 30, 6]",4,4,"[24, 0, 32, 8]",64
"[22, 3, 28, 9]",3,3,"[20, 0, 28, 16]",128
"[0, 15, 6, 21]",3,3,"[0, 8, 8, 24]",128
"[4, 6, 10, 12]",4,4,"[4, 4, 12, 12]",64
"[10, 18, 16, 24]",4,4,"[8, 16, 16, 24]",64
"[1, 2, 7, 8]",4,4,"[0, 0, 8, 8]",64
"[16, 16, 22, 22]",4,4,"[16, 16, 24, 24]",64
"[8, 25, 14, 31]",4,4,"[8, 24, 16, 32]",64
"[4, 8, 10, 14]",4,4,"[4, 8, 12, 16]",64
"[10, 13, 16, 19]",4,4,"[8, 12, 16, 20]",64
"[3, 23, 9, 29]",2,2,"[0, 16, 16, 32]",256
"[12, 22, 18, 28]",4,4,"[12, 20, 20, 28]",64
"[0, 23, 6, 29]",3,3,"[0, 16, 8, 32]",128
"[9, 17, 15, 23]",4,4,"[8, 16, 16, 24]",64
"[22, 9, 28, 15]",4,4,"[20, 8, 28, 16]",64
"[13, 19, 19, 25]",3,3,"[12, 16, 20, 32]",128
"[10, 15, 16, 21]",3,3,"[8, 8, 16, 24]",128
"[22, 9, 28, 15]",4,4,"[20, 8, 28, 16]",64
"[1, 0, 7, 6]",4,4,"[0, 0, 8, 8]",64
"[15, 23, 21, 29]",2,2,"[8, 16, 24, 32]",256
"[4, 3, 10, 9]",3,3,"[4, 0, 12, 16]",128
"[21, 1, 27, 7]",4,4,"[20, 0, 28, 8]",64
"[6, 8, 12, 14]",4,4,"[4, 8, 12, 16]",64
"[7, 3, 13, 9]",2,2,"[0, 0, 16, 16]",256
"[20, 16, 26, 22]",4,4,"[20, 16, 28, 24]",64
"[7, 22, 13, 28]",2,2,"[0, 16, 16, 32]",256
"[6, 16, 12, 22]",4,4,"[4, 16, 12, 24]",64
"[9, 13, 15, 19]",4,4,"[8, 12, 16, 20]",64
"[9, 25, 15, 31]",4,4,"[8, 24, 16, 32]",64
"[26, 14, 32, 20]",4,4,"[24, 12, 32, 20]",64
"[23, 15, 29, 21]",2,2,"[16, 8, 32, 24]",256
"[19, 23, 25, 29]",2,2,"[16, 16, 32, 32]",256
"[18, 13, 24, 19]",4,4,"[16, 12, 24, 20]",64
"[6, 6, 12, 12]",4,4,"[4, 4, 12, 12]",64
"[21, 26, 27, 32]",4,4,"[20, 24, 28, 32]",64
"[0, 22, 6, 28]",4,4,"[0, 20, 8, 28]",64
"[6, 11, 12, 17]",3,3,"[4, 8, 12, 24]",128
"[23, 5, 29, 11]",2,2,"[16, 0, 32, 16]",256
"[9, 25, 15, 31]",4,4,"[8, 24, 16, 32]",64
"[6, 1, 12, 7]",4,4,"[4, 0, 12, 8]",64
"[17, 13, 23, 19]",4,4,"[16, 12, 24, 20]",64
"[13, 17, 19, 23]",4,4,"[12, 16, 20, 24]",64
"[10, 6, 16, 12]",4,4,"[8, 4, 16, 12]",64
"[4, 9, 10, 15]",4,4,"[4, 8, 12, 16]",64
"[2, 4, 8, 10]",4,4,"[0, 4, 8, 12]",64
"[1, 10, 7, 16]",4,4,"[0, 8, 8, 16]",64
"[1, 4, 7, 10]",4,4,"[0, 4, 8, 12]",64
"[20, 2, 26, 8]",4,4,"[20, 0, 28, 8]",64
"[16, 3, 22, 9]",3,3,"[16, 0, 24, 16]",128
"[3, 23, 9, 29]",2,2,"[0, 16, 16, 32]",256
"[1, 3, 7, 9]",3,3,"[0, 0, 8, 16]",128
"[4, 12, 10, 18]",4,4,"[4, 12, 12, 20]",64
"[19, 9, 25, 15]",2,2,"[16, 8, 32, 24]",256
"[0, 14, 6, 20]",4,4,"[0, 12, 8, 20]",64
"[3, 6, 9, 12]",2,2,"[0, 0, 16, 16]",256
"[19, 23, 25, 29]",2,2,"[16, 16, 32, 32]",256
"[19, 16, 25, 22]",2,2,"[16, 8, 32, 24]",256
"[17, 0, 23, 6]",4,4,"[16, 0, 24, 8]",64
"[25, 7, 31, 13]",3,3,"[24, 0, 32, 16]",128
"[5, 0, 11, 6]",4,4,"[4, 0, 12, 8]",64
"[18, 14, 24, 20]",4,4,"[16, 12, 24, 20]",64
"[8, 9, 14, 15]",4,4,"[8, 8, 16, 16]",64
"[19, 19, 25, 25]",2,2,"[16, 16, 32, 32]",256
"[26, 5, 32, 11]",4,4,"[24, 4, 32, 12]",64
"[16, 19, 22, 25]",3,3,"[16, 16, 24, 32]",128
"[12, 10, 18, 16]",4,4,"[12, 8, 20, 16]",64
"[3, 5, 9, 11]",2,2,"[0, 0, 16, 16]",256
"[3, 17, 9, 23]",2,2,"[0, 8, 16, 24]",256
"[4, 15, 10, 21]",3,3,"[4, 8, 12, 24]",128
"[4, 0, 10, 6]",4,4,"[4, 0, 12, 8]",64
"[19, 1, 25, 7]",2,2,"[16, 0, 32, 16]",256
"[9, 6, 15, 12]",4,4,"[8, 4, 16, 12]",64
"[3, 8, 9, 14]",2,2,"[0, 8, 16, 24]",256
"[8, 14, 14, 20]",4,4,"[8, 12, 16, 20]",64
"[15, 25, 21, 31]",2,2,"[8, 16, 24, 32]",256
"[7, 8, 13, 14]",2,2,"[0, 8, 16, 24]",256
"[21, 19, 27, 25]",3,3,"[20, 16, 28, 32]",128
"[17, 13, 23, 19]",4,4,"[16, 12, 24, 20]",64
"[14, 9, 20, 15]",4,4,"[12, 8, 20, 16]",64
"[14, 7, 20, 13]",3,3,"[12, 0, 20, 16]",128
"[19, 17, 25, 23]",2,2,"[16, 8, 32, 24]",256
"[13, 3, 19, 9]",3,3,"[12, 0, 20, 16]",128
"[13, 12, 19, 18]",4,4,"[12, 12, 20, 20]",64
"[6, 3, 12, 9]",3,3,"[4, 0, 12, 16]",128
"[23, 11, 29, 17]",2,2,"[16, 8, 32, 24]",256
"[26, 20, 32, 26]",4,4,"[24, 20, 32, 28]",64
"[20, 20, 26, 26]",4,4,"[20, 20, 28, 28]",64
"[18, 7, 24, 13]",3,3,"[16, 0, 24, 16]",128
"[21, 23, 27, 29]",3,3,"[20, 16, 28, 32]",128
"[0, 16, 6, 22]",4,4,"[0, 16, 8, 24]",64
"[21, 2, 27, 8]",4,4,"[20, 0, 28, 8]",64
"[0, 22, 6, 28]",4,4,"[0, 20, 8, 28]",64
"[13, 11, 19, 17]",3,3,"[12, 8, 20, 24]",128
"[6, 22, 12, 28]",4,4,"[4, 20, 12, 28]",64
"[6, 10, 12, 16]",4,4,"[4, 8, 12, 16]",64
"[13, 3, 19, 9]",3,3,"[12, 0, 20, 16]",128
"[1, 23, 7, 29]",3,3,"[0, 16, 8, 32]",128
"[15, 13, 21, 19]",2,2,"[8, 8, 24, 24]",256
"[9, 8, 15, 14]",4,4,"[8, 8, 16, 16]",64
"[12, 19, 18, 25]",3,3,"[12, 16, 20, 32]",128
"[8, 12, 14, 18]",4,4,"[8, 12, 16, 20]",64
"[18, 4, 24, 10]",4,4,"[16, 4, 24, 12]",64
"[20, 4, 26, 10]",4,4,"[20, 4, 28, 12]",64
"[0, 2, 6, 8]",4,4,"[0, 0, 8, 8]",64
"[5, 1, 11, 7]",4,4,"[4, 0, 12, 8]",64
"[10, 19, 16, 25]",3,3,"[8, 16, 16, 32]",128
"[11, 16, 17, 22]",2,2,"[8, 8, 24, 24]",256
"[14, 26, 20, 32]",4,4,"[12, 24, 20, 32]",64
"[13, 25, 19, 31]",4,4,"[12, 24, 20, 32]",64
"[6, 12, 12, 18]",4,4,"[4, 12, 12, 20]",64
"[1, 11, 7, 17]",3,3,"[0, 8, 8, 24]",128
"[24, 21, 30, 27]",4,4,"[24, 20, 32, 28]",64
"[16, 12, 22, 18]",4,4,"[16, 12, 24, 20]",64
"[21, 21, 27, 27]",4,4,"[20, 20, 28, 28]",64
"[14, 18, 20, 24]",4,4,"[12, 16, 20, 24]",64
"[19, 12, 25, 18]",2,2,"[16, 8, 32, 24]",256
"[18, 8, 24, 14]",4,4,"[16, 8, 24, 16]",64
"[26, 19, 32, 25]",3,3,"[24, 16, 32, 32]",128
"[18, 3, 24, 9]",3,3,"[16, 0, 24, 16]",128
"[20, 5, 26, 11]",4,4,"[20, 4, 28, 12]",64
"[9, 5, 15, 11]",4,4,"[8, 4, 16, 12]",64
"[20, 21, 26, 27]",4,4,"[20, 20, 28, 28]",64
"[17, 24, 23, 30]",4,4,"[16, 24, 24, 32]",64
"[18, 23, 24, 29]",3,3,"[16, 16, 24, 32]",128
"[17, 12, 23, 18]",4,4,"[16, 12, 24, 20]",64
"[8, 4, 14, 10]",4,4,"[8, 4, 16, 12]",64
"[20, 18, 26, 24]",4,4,"[20, 16, 28, 24]",64
"[2, 9, 8, 15]",4,4,"[0, 8, 8, 16]",64
